Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,4,0,1,Import,699,India,IND,554,New Zealand,NZL,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,21,,21,,179,,,0
H4,2014,2014,2014,4,0,1,Import,699,India,IND,579,Norway,NOR,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,16445,,16445,,188709,,,0
H4,2014,2014,2014,4,0,1,Import,699,India,IND,616,Poland,POL,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,11170,,11170,,136964,,,0
H4,2014,2014,2014,4,0,2,Export,699,India,IND,620,Portugal,PRT,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,104585,,104585,,450366,,,0
H4,2014,2014,2014,4,0,2,Export,699,India,IND,634,Qatar,QAT,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,1053,,1053,,5783,,,0
H4,2014,2014,2014,4,0,2,Export,699,India,IND,643,Russian Federation,RUS,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,3601000,,3601000,,6593188,,,0
H4,2014,2014,2014,4,0,2,Export,699,India,IND,682,Saudi Arabia,SAU,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,24710,,24710,,25978,,,0
H4,2014,2014,2014,4,0,1,Import,699,India,IND,702,Singapore,SGP,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,13424,,13424,,145973,,,0
H4,2014,2014,2014,4,0,2,Export,699,India,IND,702,Singapore,SGP,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,1384000,,1384000,,3988434,,,0
H4,2014,2014,2014,4,0,1,Import,699,India,IND,704,Viet Nam,VNM,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,8830516,,8830516,,14784125,,,0
H4,2014,2014,2014,4,0,2,Export,699,India,IND,704,Viet Nam,VNM,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,323680,,323680,,532984,,,0
H4,2014,2014,2014,4,0,2,Export,699,India,IND,724,Spain,ESP,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",8,Weight in kilograms,,,772351,,772351,,2522294,,,0
