Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,381,Italy,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,29910,,68415,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,392,Japan,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,4654800,,9053789,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,400,Jordan,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,1069,,8540,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,410,Rep. of Korea,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,24380,,36614,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,440,Lithuania,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,448000,,1072238,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,458,Malaysia,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,109000,,222801,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,462,Maldives,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,854,,6605,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,490,"Other Asia, nes",,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,909980,,2092033,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,512,Oman,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,18980,,17966,,,0
HS,2014,201404,April 2014,4,0,2,Exports,699,India,,524,Nepal,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,65145,,54744,,,0
HS,2014,201401,January 2014,4,0,1,Imports,699,India,,0,World,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,1285701,,2260736,,,0
HS,2014,201401,January 2014,4,0,1,Imports,699,India,,392,Japan,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,269,,2865,,,0
HS,2014,201401,January 2014,4,0,1,Imports,699,India,,208,Denmark,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,10522,,143412,,,0
HS,2014,201401,January 2014,4,0,1,Imports,699,India,,490,"Other Asia, nes",,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,43930,,75853,,,0
HS,2014,201401,January 2014,4,0,1,Imports,699,India,,826,United Kingdom,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,3700,,39792,,,0
HS,2014,201401,January 2014,4,0,1,Imports,699,India,,704,Viet Nam,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,1223580,,1973700,,,0
HS,2014,201401,January 2014,4,0,1,Imports,699,India,,784,United Arab Emirates,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,3700,,25114,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,784,United Arab Emirates,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,55514,,81715,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,704,Viet Nam,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,28400,,22691,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,724,Spain,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,119540,,330480,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,757,Switzerland,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,600,,1423,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,764,Thailand,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,114080,,185870,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,826,United Kingdom,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,15419,,90360,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,842,United States of America,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,53387,,412739,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,490,"Other Asia, nes",,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,1007700,,1889993,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,524,Nepal,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,81660,,67770,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,634,Qatar,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,700,,3045,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,643,Russian Federation,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,56000,,85783,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,702,Singapore,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,198000,,537473,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,251,France,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,17940,,75101,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,276,Germany,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,350,,804,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,381,Italy,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,76109,,355790,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,392,Japan,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,2556000,,5225845,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,408,Dem. People's Rep. of Korea,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,96000,,160521,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,410,Rep. of Korea,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,227120,,378301,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,440,Lithuania,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,269000,,591507,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,458,Malaysia,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,72000,,127867,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,462,Maldives,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,95,,851,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,480,Mauritius,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,1020,,3631,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,0,World,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,5122874,,10802689,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,124,Canada,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,3150,,14298,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,144,Sri Lanka,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,23090,,16878,,,0
HS,2014,201401,January 2014,4,0,2,Exports,699,India,,156,China,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,50000,,141954,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,0,World,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,742345,,1533741,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,208,Denmark,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,10285,,150354,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,579,Norway,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,15761,,174098,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,702,Singapore,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,294,,7196,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,704,Viet Nam,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,689340,,1075970,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,392,Japan,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,265,,9908,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,784,United Arab Emirates,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,2140,,13857,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,826,United Kingdom,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,1810,,10837,,,0
HS,2014,201402,February 2014,4,0,1,Imports,699,India,,842,United States of America,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,22450,,91521,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,842,United States of America,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,34489,,308779,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,899,"Areas, nes",,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,650,,804,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,826,United Kingdom,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,35386,,213613,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,784,United Arab Emirates,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,26220,,205378,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,392,Japan,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,2787800,,5673558,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,408,Dem. People's Rep. of Korea,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,24000,,34446,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,410,Rep. of Korea,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,144000,,212186,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,440,Lithuania,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,125000,,261877,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,458,Malaysia,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,207000,,372060,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,462,Maldives,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,1000,,7722,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,490,"Other Asia, nes",,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,604000,,1564090,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,524,Nepal,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,60000,,44193,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,528,Netherlands,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,990,,2820,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,724,Spain,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,93550,,281764,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,764,Thailand,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,26000,,37176,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,702,Singapore,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,81000,,209990,,,0
HS,2014,201402,February 2014,4,0,2,Exports,699,India,,634,Qatar,,,,,,,,,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",0,,,,,,50,,932,,,0
